Timestamp,Alert Type,Details
2025-03-29 11:33:23.839567,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1301 bytes"
2025-03-29 11:33:23.844301,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.852428,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1156 bytes"
2025-03-29 11:33:23.856552,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.861736,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.864860,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.864860,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.872978,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.876212,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.876212,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1018 bytes"
2025-03-29 11:33:23.881132,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.889518,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.894418,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.897896,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.901919,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.906453,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.916346,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.919260,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.932990,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.937018,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.947553,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.954667,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.958490,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.964237,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.965777,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.965777,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:23.982122,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.036795,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 52.111.252.7, Size: 1494 bytes"
2025-03-29 11:33:24.038802,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1514 bytes"
2025-03-29 11:33:24.043169,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1514 bytes"
2025-03-29 11:33:24.046608,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1514 bytes"
2025-03-29 11:33:24.051541,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1514 bytes"
2025-03-29 11:33:24.051541,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1514 bytes"
2025-03-29 11:33:24.056084,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1514 bytes"
2025-03-29 11:33:24.059584,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 52.111.252.7, Size: 1371 bytes"
2025-03-29 11:33:24.073674,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1193 bytes"
2025-03-29 11:33:24.234416,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.251867,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.253856,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1335 bytes"
2025-03-29 11:33:24.260080,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1514 bytes"
2025-03-29 11:33:24.262092,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1514 bytes"
2025-03-29 11:33:24.268638,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1514 bytes"
2025-03-29 11:33:24.268638,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1514 bytes"
2025-03-29 11:33:24.278122,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1267 bytes"
2025-03-29 11:33:24.344574,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.359537,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.372199,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 52.111.252.7, Size: 1494 bytes"
2025-03-29 11:33:24.375001,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 52.111.252.7, Size: 1233 bytes"
2025-03-29 11:33:24.378918,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.384861,Exfliteration,"Potential Data Exfiltration: 40.100.141.162 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.498080,Exfliteration,"Potential Data Exfiltration: 52.111.252.7 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.498080,Exfliteration,"Potential Data Exfiltration: 52.109.56.2 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.510281,Exfliteration,"Potential Data Exfiltration: 52.109.56.2 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.515482,Exfliteration,"Potential Data Exfiltration: 52.109.56.2 -> 11.12.7.144, Size: 1407 bytes"
2025-03-29 11:33:24.534370,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 52.109.56.2, Size: 1494 bytes"
2025-03-29 11:33:24.673796,Exfliteration,"Potential Data Exfiltration: 52.111.240.35 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.673796,Exfliteration,"Potential Data Exfiltration: 52.111.240.35 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.673796,Exfliteration,"Potential Data Exfiltration: 52.111.240.35 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.693407,Exfliteration,"Potential Data Exfiltration: 52.111.240.35 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.797934,Exfliteration,"Potential Data Exfiltration: 52.111.240.35 -> 11.12.7.144, Size: 1514 bytes"
2025-03-29 11:33:24.802790,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1514 bytes"
2025-03-29 11:33:24.807898,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1514 bytes"
2025-03-29 11:33:24.812777,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1514 bytes"
2025-03-29 11:33:24.815259,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1514 bytes"
2025-03-29 11:33:24.818982,Exfliteration,"Potential Data Exfiltration: 11.12.7.144 -> 40.100.141.162, Size: 1360 bytes"
2025-03-29 11:33:37.782619,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.782619,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.794487,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.798863,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.804030,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.807192,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.811613,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.818511,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.820201,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.824843,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.830451,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.834471,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.834471,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.839512,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.844163,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.848219,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.853857,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.857748,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.861654,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.866266,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.866266,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.873930,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.878740,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.883041,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.886186,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.888841,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.895686,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.902046,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.905733,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.905733,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.912494,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.914507,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.917836,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.920058,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.925153,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.927583,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.930266,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1238 bytes"
2025-03-29 11:33:37.930266,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.935869,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.939966,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.944702,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.948018,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.948018,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.953095,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.957189,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.964816,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.967043,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.969576,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.974779,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.980040,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.982849,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.983391,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.988387,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.993207,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:37.999253,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.000411,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.000411,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.007228,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.014256,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.022611,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.022611,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.030809,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.030809,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.037667,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.045070,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.046912,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.051151,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.054236,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.054236,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.061375,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.065056,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.069308,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.070814,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.074441,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.079696,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.083486,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.086445,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.093786,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.099430,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
2025-03-29 11:33:38.117551,Exfliteration,"Potential Data Exfiltration: 13.33.183.67 -> 11.12.7.144, Size: 1494 bytes"
